item_resref,item_type,item_type_symbol,visual_layer,animation_code_raw_hex,animation_code,animation_code_valid,body_armor_code,source_bif,locator,source_sha256,candidate_family_count,compatible_animation_count,compatible_animation_ids,candidate_bam_prefixes,resolved_bam_prefixes,unresolved_bam_prefixes,pipeline_ready_prefixes,override_collision,blocker
UMBER02,28,FIST,weapon,4836,H6,yes,,data/25Items.bif,0x084001D1,07DEA2AC82D8EBD8516D145E2D9E47BB1ADFF2471717E129187A034C8C89D84C,78,78,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315;0x6500;0x6510,WQLH6;WQMH6;WQNH6;WQSH6,WQLH6;WQMH6;WQNH6;WQSH6,,WQLH6;WQMH6;WQNH6;WQSH6,no,
VAMP,0,MISC,,2020,,no,,data/Items.bif,0x001007B5,5A6A83D10DE2E3D08CC1C0B59761A99B13621B8E5612489336B549BEE0AF0E8F,0,0,,,,,,no,
VAMP1,0,MISC,,2020,,no,,data/Items.bif,0x001007B6,8C4D24DC3BFBADCD01B952B92E6A46B5D16D95A51A4DA5A153CF97B1490DE504,0,0,,,,,,no,
VAMP2,0,MISC,,2020,,no,,data/Items.bif,0x001007B7,20D72DF121432FFF7CE6E0422249B1058682B451B9D2FDECAEF6E4066EEF7D1B,0,0,,,,,,no,
VAMP3,0,MISC,,2020,,no,,data/Items.bif,0x001007B8,2666D8EE620E760099644279EEABB69ABB6E9330E0BC876C7C703B6ED4502838,0,0,,,,,,no,
VAMPIRE,0,MISC,,2020,,no,,data/Items.bif,0x001007B9,7EB8F18B43272644E2BAF41DBF5FFC6A000F306E70F763B6A0E30BE71F5457AF,0,0,,,,,,no,
VAMPREG,10,RING,,2020,,no,,data/Items.bif,0x001007BA,3B57946CE347469D6A7A4C1D7EBB776ACEF6270A71AEB6E714E2B3A2E7B7D234,0,0,,,,,,no,
VAMPREG1,10,RING,,2020,,no,,data/Items.bif,0x001007BB,F59455BD344B2262736778DCFE476B890BBEB7835F54F1C0383BEA427CE2CC75,0,0,,,,,,no,
VAMPREG2,10,RING,,2020,,no,,data/Items.bif,0x001007BC,238D2FA07FADE2197CC1E08287C649C7C906543EE4D899A221CB7B30E6D39B71,0,0,,,,,,no,
VAMT01,17,MACE,weapon,2020,,no,,data/Items.bif,0x001007BD,3098687A24E333FE0D62FE2F95960C7C003C02D69880F90C323FA98A5DAF2497,0,0,,,,,,no,no-compatible-character-family;visual-animation-code-invalid
VAMT06,17,MACE,weapon,2020,,no,,data/Items.bif,0x001007BE,8E70AE814CD7FA4CDCA705916B05579C592B7FD73A1CF0F2DED31F8D8C91A50E,0,0,,,,,,no,no-compatible-character-family;visual-animation-code-invalid
VAMT08,17,MACE,weapon,2020,,no,,data/Items.bif,0x001007BF,B44211BFCB2DD965D3EFB602C254EE16AB68D32AA1E3F87A9708468D739BD074,0,0,,,,,,no,no-compatible-character-family;visual-animation-code-invalid
VAMT10,17,MACE,weapon,2020,,no,,data/Items.bif,0x001007C0,2EEF0AE05B89A243FF143690D1739F0FFC4F007E4B6391C892B6ED10944F51DF,0,0,,,,,,no,no-compatible-character-family;visual-animation-code-invalid
VAMT12,17,MACE,weapon,2020,,no,,data/Items.bif,0x001007C1,38E7BF1C05F5F1539B6F586026BD4E7AD7AA61478A9189CB9BF161AC0DE93813,0,0,,,,,,no,no-compatible-character-family;visual-animation-code-invalid
VISCHAN1,2,ARMOR,body,3341,3A,yes,3,data/Items.bif,0x001007C2,38D425FAA20FB717E3020229FECEC4112A1AECE4B13B58954090B45781515670,76,76,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315,CDFB3;CDFT3;CDFW3;CDMB3;CDMT3;CDMW3;CEFB3;CEFT3;CEFW3;CEMB3;CEMT3;CEMW3;CHFB3;CHFT3;CHFW3;CHMB3;CHMT3;CHMW3;CIFB3;CIFT3;CIMB3;CIMT3,CDFB3;CDFT3;CDFW3;CDMB3;CDMT3;CDMW3;CEFB3;CEFT3;CEFW3;CEMB3;CEMT3;CEMW3;CHFB3;CHFT3;CHFW3;CHMB3;CHMT3;CHMW3;CIFB3;CIFT3;CIMB3;CIMT3,,CDFB3;CDFT3;CDFW3;CDMB3;CDMT3;CDMW3;CEFB3;CEFT3;CEFW3;CEMB3;CEMT3;CEMW3;CHFB3;CHFT3;CHFW3;CHMB3;CHMT3;CHMW3;CIFB3;CIFT3;CIMB3;CIMT3,no,
VISCHAN2,2,ARMOR,body,3341,3A,yes,3,data/Items.bif,0x001007C3,93304E73B70BC9DCD2426D3AF8ECC2F4F67F8E2479AF196A68F2FB8E2F35D7D6,76,76,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315,CDFB3;CDFT3;CDFW3;CDMB3;CDMT3;CDMW3;CEFB3;CEFT3;CEFW3;CEMB3;CEMT3;CEMW3;CHFB3;CHFT3;CHFW3;CHMB3;CHMT3;CHMW3;CIFB3;CIFT3;CIMB3;CIMT3,CDFB3;CDFT3;CDFW3;CDMB3;CDMT3;CDMW3;CEFB3;CEFT3;CEFW3;CEMB3;CEMT3;CEMW3;CHFB3;CHFT3;CHFW3;CHMB3;CHMT3;CHMW3;CIFB3;CIFT3;CIMB3;CIMT3,,CDFB3;CDFT3;CDFW3;CDMB3;CDMT3;CDMW3;CEFB3;CEFT3;CEFW3;CEMB3;CEMT3;CEMW3;CHFB3;CHFT3;CHFW3;CHMB3;CHMT3;CHMW3;CIFB3;CIFT3;CIMB3;CIMT3,no,
VISCLCK1,2,ARMOR,body,3257,2W,yes,2,data/Items.bif,0x001007C4,6D6FA92FF1BAFCBE70F76509639DC42DDDD7D4CCE0922849DC0049096ED7C368,76,76,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315,CDFB2;CDFT2;CDFW2;CDMB2;CDMT2;CDMW2;CEFB2;CEFT2;CEFW2;CEMB2;CEMT2;CEMW2;CHFB2;CHFT2;CHFW2;CHMB2;CHMT2;CHMW2;CIFB2;CIFT2;CIMB2;CIMT2,CDFB2;CDFT2;CDFW2;CDMB2;CDMT2;CDMW2;CEFB2;CEFT2;CEFW2;CEMB2;CEMT2;CEMW2;CHFB2;CHFT2;CHFW2;CHMB2;CHMT2;CHMW2;CIFB2;CIFT2;CIMB2;CIMT2,,CDFB2;CDFT2;CDFW2;CDMB2;CDMT2;CDMW2;CEFB2;CEFT2;CEFW2;CEMB2;CEMT2;CEMW2;CHFB2;CHFT2;CHFW2;CHMB2;CHMT2;CHMW2;CIFB2;CIFT2;CIMB2;CIMT2,no,
VISCLCK2,2,ARMOR,body,3357,3W,yes,3,data/Items.bif,0x001007C5,74AE8E028DAB15EDDD6F4E09FCBA66D8A4DF32DCB4D1BFA68649BCDEE4CEE347,76,76,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315,CDFB3;CDFT3;CDFW3;CDMB3;CDMT3;CDMW3;CEFB3;CEFT3;CEFW3;CEMB3;CEMT3;CEMW3;CHFB3;CHFT3;CHFW3;CHMB3;CHMT3;CHMW3;CIFB3;CIFT3;CIMB3;CIMT3,CDFB3;CDFT3;CDFW3;CDMB3;CDMT3;CDMW3;CEFB3;CEFT3;CEFW3;CEMB3;CEMT3;CEMW3;CHFB3;CHFT3;CHFW3;CHMB3;CHMT3;CHMW3;CIFB3;CIFT3;CIMB3;CIMT3,,CDFB3;CDFT3;CDFW3;CDMB3;CDMT3;CDMW3;CEFB3;CEFT3;CEFW3;CEMB3;CEMT3;CEMW3;CHFB3;CHFT3;CHFW3;CHMB3;CHMT3;CHMW3;CIFB3;CIFT3;CIMB3;CIMT3,no,
VISCLCK3,2,ARMOR,body,3457,4W,yes,4,data/Items.bif,0x001007C6,A886E5DE644A2DB1B5127C55E9E6BFC16D95F2AC141033073F7A8543A592A8ED,76,76,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315,CDFC4;CDFF4;CDFT4;CDFW4;CDMC4;CDMF4;CDMT4;CDMW4;CEFC4;CEFF4;CEFT4;CEFW4;CEMC4;CEMF4;CEMT4;CEMW4;CHFC4;CHFF4;CHFT4;CHFW4;CHMC4;CHMF4;CHMT4;CHMW4;CIFC4;CIFF4;CIFT4;CIMC4;CIMF4;CIMT4,CDFC4;CDFF4;CDFT4;CDFW4;CDMC4;CDMF4;CDMT4;CDMW4;CEFC4;CEFF4;CEFT4;CEFW4;CEMC4;CEMF4;CEMT4;CEMW4;CHFC4;CHFF4;CHFT4;CHFW4;CHMC4;CHMF4;CHMT4;CHMW4;CIFC4;CIFF4;CIFT4;CIMC4;CIMF4;CIMT4,,CDFC4;CDFF4;CDFT4;CDFW4;CDMC4;CDMF4;CDMT4;CDMW4;CEFC4;CEFF4;CEFT4;CEFW4;CEMC4;CEMF4;CEMT4;CEMW4;CHFC4;CHFF4;CHFT4;CHFW4;CHMC4;CHMF4;CHMT4;CHMW4;CIFC4;CIFF4;CIFT4;CIMC4;CIMF4;CIMT4,no,
VISCLCK4,2,ARMOR,body,3457,4W,yes,4,data/Items.bif,0x001007C7,2DCFB88E1AE2D4BF655374536F5354A87B17EF3A54CF21AA82A87B80CDB6B96B,76,76,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315,CDFC4;CDFF4;CDFT4;CDFW4;CDMC4;CDMF4;CDMT4;CDMW4;CEFC4;CEFF4;CEFT4;CEFW4;CEMC4;CEMF4;CEMT4;CEMW4;CHFC4;CHFF4;CHFT4;CHFW4;CHMC4;CHMF4;CHMT4;CHMW4;CIFC4;CIFF4;CIFT4;CIMC4;CIMF4;CIMT4,CDFC4;CDFF4;CDFT4;CDFW4;CDMC4;CDMF4;CDMT4;CDMW4;CEFC4;CEFF4;CEFT4;CEFW4;CEMC4;CEMF4;CEMT4;CEMW4;CHFC4;CHFF4;CHFT4;CHFW4;CHMC4;CHMF4;CHMT4;CHMW4;CIFC4;CIFF4;CIFT4;CIMC4;CIMF4;CIMT4,,CDFC4;CDFF4;CDFT4;CDFW4;CDMC4;CDMF4;CDMT4;CDMW4;CEFC4;CEFF4;CEFT4;CEFW4;CEMC4;CEMF4;CEMT4;CEMW4;CHFC4;CHFF4;CHFT4;CHFW4;CHMC4;CHMF4;CHMT4;CHMW4;CIFC4;CIFF4;CIFT4;CIMC4;CIMF4;CIMT4,no,
VISCLCK5,2,ARMOR,body,3457,4W,yes,4,data/Items.bif,0x001007C8,3786EA367FE3DECC6183EC4E8A749A3EBF8C09671ACF92A1FC4318FE14E1356C,76,76,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315,CDFC4;CDFF4;CDFT4;CDFW4;CDMC4;CDMF4;CDMT4;CDMW4;CEFC4;CEFF4;CEFT4;CEFW4;CEMC4;CEMF4;CEMT4;CEMW4;CHFC4;CHFF4;CHFT4;CHFW4;CHMC4;CHMF4;CHMT4;CHMW4;CIFC4;CIFF4;CIFT4;CIMC4;CIMF4;CIMT4,CDFC4;CDFF4;CDFT4;CDFW4;CDMC4;CDMF4;CDMT4;CDMW4;CEFC4;CEFF4;CEFT4;CEFW4;CEMC4;CEMF4;CEMT4;CEMW4;CHFC4;CHFF4;CHFT4;CHFW4;CHMC4;CHMF4;CHMT4;CHMW4;CIFC4;CIFF4;CIFT4;CIMC4;CIMF4;CIMT4,,CDFC4;CDFF4;CDFT4;CDFW4;CDMC4;CDMF4;CDMT4;CDMW4;CEFC4;CEFF4;CEFT4;CEFW4;CEMC4;CEMF4;CEMT4;CEMW4;CHFC4;CHFF4;CHFT4;CHFW4;CHMC4;CHMF4;CHMT4;CHMW4;CIFC4;CIFF4;CIFT4;CIMC4;CIMF4;CIMT4,no,
VISLEAT1,2,ARMOR,body,3241,2A,yes,2,data/Items.bif,0x001007C9,60784FFC16AFC1E3475B2421DCCE4809C5C6842E173EC4E6ED3C06374621AFAC,76,76,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315,CDFB2;CDFT2;CDFW2;CDMB2;CDMT2;CDMW2;CEFB2;CEFT2;CEFW2;CEMB2;CEMT2;CEMW2;CHFB2;CHFT2;CHFW2;CHMB2;CHMT2;CHMW2;CIFB2;CIFT2;CIMB2;CIMT2,CDFB2;CDFT2;CDFW2;CDMB2;CDMT2;CDMW2;CEFB2;CEFT2;CEFW2;CEMB2;CEMT2;CEMW2;CHFB2;CHFT2;CHFW2;CHMB2;CHMT2;CHMW2;CIFB2;CIFT2;CIMB2;CIMT2,,CDFB2;CDFT2;CDFW2;CDMB2;CDMT2;CDMW2;CEFB2;CEFT2;CEFW2;CEMB2;CEMT2;CEMW2;CHFB2;CHFT2;CHFW2;CHMB2;CHMT2;CHMW2;CIFB2;CIFT2;CIMB2;CIMT2,no,
VISLEAT2,2,ARMOR,body,3241,2A,yes,2,data/Items.bif,0x001007CA,70E848D83AB174FB84F3D1AE2181EE2B44905D7F6387AD5F86AC547C93F37CFE,76,76,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315,CDFB2;CDFT2;CDFW2;CDMB2;CDMT2;CDMW2;CEFB2;CEFT2;CEFW2;CEMB2;CEMT2;CEMW2;CHFB2;CHFT2;CHFW2;CHMB2;CHMT2;CHMW2;CIFB2;CIFT2;CIMB2;CIMT2,CDFB2;CDFT2;CDFW2;CDMB2;CDMT2;CDMW2;CEFB2;CEFT2;CEFW2;CEMB2;CEMT2;CEMW2;CHFB2;CHFT2;CHFW2;CHMB2;CHMT2;CHMW2;CIFB2;CIFT2;CIMB2;CIMT2,,CDFB2;CDFT2;CDFW2;CDMB2;CDMT2;CDMW2;CEFB2;CEFT2;CEFW2;CEMB2;CEMT2;CEMW2;CHFB2;CHFT2;CHFW2;CHMB2;CHMT2;CHMW2;CIFB2;CIFT2;CIMB2;CIMT2,no,
VISPLAT1,2,ARMOR,body,3441,4A,yes,4,data/Items.bif,0x001007CB,2269223AF85C43064B9C649B5E9A55E6842D7F048E701F84D7DD305A3A08459F,76,76,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315,CDFC4;CDFF4;CDFT4;CDFW4;CDMC4;CDMF4;CDMT4;CDMW4;CEFC4;CEFF4;CEFT4;CEFW4;CEMC4;CEMF4;CEMT4;CEMW4;CHFC4;CHFF4;CHFT4;CHFW4;CHMC4;CHMF4;CHMT4;CHMW4;CIFC4;CIFF4;CIFT4;CIMC4;CIMF4;CIMT4,CDFC4;CDFF4;CDFT4;CDFW4;CDMC4;CDMF4;CDMT4;CDMW4;CEFC4;CEFF4;CEFT4;CEFW4;CEMC4;CEMF4;CEMT4;CEMW4;CHFC4;CHFF4;CHFT4;CHFW4;CHMC4;CHMF4;CHMT4;CHMW4;CIFC4;CIFF4;CIFT4;CIMC4;CIMF4;CIMT4,,CDFC4;CDFF4;CDFT4;CDFW4;CDMC4;CDMF4;CDMT4;CDMW4;CEFC4;CEFF4;CEFT4;CEFW4;CEMC4;CEMF4;CEMT4;CEMW4;CHFC4;CHFF4;CHFT4;CHFW4;CHMC4;CHMF4;CHMT4;CHMW4;CIFC4;CIFF4;CIFT4;CIMC4;CIMF4;CIMT4,no,
VISPLAT2,2,ARMOR,body,3441,4A,yes,4,data/Items.bif,0x001007CC,F778286160F0763E451488D73C33281CB3B5FC9CE0E369156D0F68A0C7202498,76,76,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315,CDFC4;CDFF4;CDFT4;CDFW4;CDMC4;CDMF4;CDMT4;CDMW4;CEFC4;CEFF4;CEFT4;CEFW4;CEMC4;CEMF4;CEMT4;CEMW4;CHFC4;CHFF4;CHFT4;CHFW4;CHMC4;CHMF4;CHMT4;CHMW4;CIFC4;CIFF4;CIFT4;CIMC4;CIMF4;CIMT4,CDFC4;CDFF4;CDFT4;CDFW4;CDMC4;CDMF4;CDMT4;CDMW4;CEFC4;CEFF4;CEFT4;CEFW4;CEMC4;CEMF4;CEMT4;CEMW4;CHFC4;CHFF4;CHFT4;CHFW4;CHMC4;CHMF4;CHMT4;CHMW4;CIFC4;CIFF4;CIFT4;CIMC4;CIMF4;CIMT4,,CDFC4;CDFF4;CDFT4;CDFW4;CDMC4;CDMF4;CDMT4;CDMW4;CEFC4;CEFF4;CEFT4;CEFW4;CEMC4;CEMF4;CEMT4;CEMW4;CHFC4;CHFF4;CHFT4;CHFW4;CHMC4;CHMF4;CHMT4;CHMW4;CIFC4;CIFF4;CIFT4;CIMC4;CIMF4;CIMT4,no,
VORSQUI1,10,RING,,2020,,no,,data/Items.bif,0x001007CD,07576AD41E1AC73B12207D16E01FA92BE639F2E8E266677B9731D97A24536062,0,0,,,,,,no,
VORSQUI2,19,SMSWORD,weapon,5353,SS,yes,,data/Items.bif,0x001007CE,646FBB85C6D85E08C5429C7CB7913C6043EB7A861C18C50ADC28E3BF72321168,78,78,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315;0x6500;0x6510,WQLSS;WQMSS;WQNSS;WQSSS,WQLSS;WQMSS;WQNSS;WQSSS,,WQLSS;WQMSS;WQNSS;WQSSS,no,
WA2AMU,1,AMULET,,2020,,no,,data/Items.bif,0x001007CF,A42EBF0A28DE2512F5900EC6B7EB59070AAA4E67E10D4A995ADD21D0BE5D77A9,0,0,,,,,,no,
WA2DAK,20,BGSWORD,weapon,5333,S3,yes,,data/Items.bif,0x001007D0,B046F63BF7E0A0C8B98F5A26A23B9F68421B6A38F4354E02F75ECEB9C1968C2C,78,78,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315;0x6500;0x6510,WQLS3;WQMS3;WQNS3;WQSS3,WQLS3;WQMS3;WQNS3;WQSS3,,WQLS3;WQMS3;WQNS3;WQSS3,no,
